metabolite_number,dilution_factor,dilution_factor_original,injection_volume,log_injection_quantity,chromatogram_number,replicate,internal_standard,intensity,log_intensity,log_intensity_factor,normalized_intensity,log_normalized_intensity,log_normalized_intensity_factor,condition,metabolite_code,chromatogram_name,ionization_mode,ionization_code,retention_time,observation_number
423,0.25,0.25,5,0.22314355131420976,2,1,2921314.956,50326.15935,10.826280287500463,10.603136736186253,0.017227228185936142,-4.06126411277431,-4.28440766408852,2,X928.486856619703.15.1213768318215,025dil_rep1_5ul_1_neg,negative,2,15.1213768318215,43031
423,0.25,0.25,5,0.22314355131420976,5,1,2917088.287,38257.35953,10.55209122676009,10.328947675445882,0.013114913148324607,-4.334005288001308,-4.557148839315518,2,X928.486856619703.15.1213768318215,025dil_rep1_5ul_2_neg,negative,2,15.1213768318215,43032
423,0.25,0.25,5,0.22314355131420976,8,1,3021793.722,46939.13856,10.756607117297971,10.53346356598376,0.015533535005471165,-4.164754043418088,-4.387897594732298,2,X928.486856619703.15.1213768318215,025dil_rep1_5ul_3_neg,negative,2,15.1213768318215,43033
423,0.25,0.25,5,0.22314355131420976,11,1,3110617.535,54352.87471,10.903252783698893,10.680109232384682,0.01747333900694416,-4.047079045053923,-4.270222596368133,2,X928.486856619703.15.1213768318215,025dil_rep1_5ul_4_neg,negative,2,15.1213768318215,43034
423,0.25,0.25,5,0.22314355131420976,14,2,3567501.76,59828.62652,10.999239529744177,10.776095978429966,0.016770454661247314,-4.088136591931508,-4.3112801432457175,2,X928.486856619703.15.1213768318215,025dil_rep2_5ul_1_neg,negative,2,15.1213768318215,43035
423,0.25,0.25,5,0.22314355131420976,17,2,3506812.32,47093.27316,10.75988544942254,10.536741898108332,0.013429082842962067,-4.310332562442259,-4.5334761137564685,2,X928.486856619703.15.1213768318215,025dil_rep2_5ul_2_neg,negative,2,15.1213768318215,43036
423,0.25,0.25,5,0.22314355131420976,20,2,3743853.48,49207.33807,10.803798039123205,10.580654487808996,0.013143499961435457,-4.331827942075251,-4.554971493389461,2,X928.486856619703.15.1213768318215,025dil_rep2_5ul_3_neg,negative,2,15.1213768318215,43037
423,0.25,0.25,5,0.22314355131420976,23,2,3178833.455,51919.77127,10.857454945936835,10.634311394622625,0.016332963650025508,-4.1145699034676735,-4.337713454781883,2,X928.486856619703.15.1213768318215,025dil_rep2_5ul_4_neg,negative,2,15.1213768318215,43038
423,0.25,0.25,10,0.9162907318741551,3,1,5274179.651,78520.70499,11.271117626826912,10.354826894952756,0.014887756994609057,-4.2072160820074584,-5.1235068138816136,3,X928.486856619703.15.1213768318215,025dil_rep1_10ul_1_neg,negative,2,15.1213768318215,43039
423,0.25,0.25,10,0.9162907318741551,6,1,6089235.007,76871.36872,11.249888767830555,10.333598035956399,0.012624142216818861,-4.372144249351227,-5.288434981225382,3,X928.486856619703.15.1213768318215,025dil_rep1_10ul_2_neg,negative,2,15.1213768318215,43040
423,0.25,0.25,10,0.9162907318741551,9,1,5750990.878,80744.74423,11.299048152031672,10.382757420157517,0.014040144723387266,-4.2658345725040325,-5.182125304378188,3,X928.486856619703.15.1213768318215,025dil_rep1_10ul_3_neg,negative,2,15.1213768318215,43041
423,0.25,0.25,10,0.9162907318741551,12,1,6304459.675,69219.31068,11.145035158746222,10.228744426872067,0.01097942000556931,-4.511732667103821,-5.4280233989779765,3,X928.486856619703.15.1213768318215,025dil_rep1_10ul_4_neg,negative,2,15.1213768318215,43042
423,0.25,0.25,10,0.9162907318741551,15,2,6713647.289,88176.87184,11.387099983571867,10.470809251697712,0.013133974432120336,-4.332552937909302,-5.248843669783457,3,X928.486856619703.15.1213768318215,025dil_rep2_10ul_1_neg,negative,2,15.1213768318215,43043
423,0.25,0.25,10,0.9162907318741551,18,2,6298621.711,81618.09815,11.30980630741412,10.393515575539965,0.012958088593804741,-4.346035083980928,-5.262325815855083,3,X928.486856619703.15.1213768318215,025dil_rep2_10ul_2_neg,negative,2,15.1213768318215,43044
423,0.25,0.25,10,0.9162907318741551,21,2,6927339.313,83468.53924,11.332225064272336,10.41593433239818,0.01204914837697658,-4.418761295652833,-5.335052027526988,3,X928.486856619703.15.1213768318215,025dil_rep2_10ul_3_neg,negative,2,15.1213768318215,43045
423,0.25,0.25,10,0.9162907318741551,24,2,6772734.119,85698.03855,11.35858521692605,10.442294485051896,0.012653388874307883,-4.3698302044839155,-5.286120936358071,3,X928.486856619703.15.1213768318215,025dil_rep2_10ul_4_neg,negative,2,15.1213768318215,43046
423,0.5,0.5,2,0,25,1,1896139.056,48136.9101,10.781804523568722,10.781804523568722,0.02538680375138056,-3.6735257773111583,-3.6735257773111583,4,X928.486856619703.15.1213768318215,05dil_rep1_2ul_1_neg,negative,2,15.1213768318215,43047
423,0.5,0.5,2,0,28,1,1868252.34,47037.84208,10.758707707370597,10.758707707370597,0.02517745653138055,-3.681806266930187,-3.681806266930187,4,X928.486856619703.15.1213768318215,05dil_rep1_2ul_2_neg,negative,2,15.1213768318215,43048
423,0.5,0.5,2,0,31,1,1744991.193,59539.11818,10.994388823912558,10.994388823912558,0.03412001070196805,-3.3778712427019655,-3.3778712427019655,4,X928.486856619703.15.1213768318215,05dil_rep1_2ul_3_neg,negative,2,15.1213768318215,43049
423,0.5,0.5,2,0,34,1,1920990.395,42956.74239,10.667948897396975,10.667948897396975,0.022361768440804723,-3.8004025443412193,-3.8004025443412193,4,X928.486856619703.15.1213768318215,05dil_rep1_2ul_4_neg,negative,2,15.1213768318215,43050
423,0.5,0.5,2,0,37,2,1474456.842,49953.4217,10.818846284233013,10.818846284233013,0.03387920234561874,-3.3849539529931834,-3.3849539529931834,4,X928.486856619703.15.1213768318215,05dil_rep2_2ul_1_neg,negative,2,15.1213768318215,43051
423,0.5,0.5,2,0,40,2,1680102.23,56486.927,10.941764509830954,10.941764509830954,0.03362112494785511,-3.392600690887605,-3.392600690887605,4,X928.486856619703.15.1213768318215,05dil_rep2_2ul_2_neg,negative,2,15.1213768318215,43052
423,0.5,0.5,2,0,43,2,1697118.109,53289.84516,10.883501069675798,10.883501069675798,0.03140019829933946,-3.4609410708222828,-3.4609410708222828,4,X928.486856619703.15.1213768318215,05dil_rep2_2ul_3_neg,negative,2,15.1213768318215,43053
423,0.5,0.5,2,0,46,2,1748461.942,57909.7738,10.966641454151077,10.966641454151077,0.03312040851959247,-3.4076056150123897,-3.4076056150123897,4,X928.486856619703.15.1213768318215,05dil_rep2_2ul_4_neg,negative,2,15.1213768318215,43054
423,0.5,0.5,5,0.9162907318741551,26,1,4037126.654,107927.1287,11.58921154411149,10.672920812237336,0.026733649436800653,-3.6218322285284583,-4.538122960402613,5,X928.486856619703.15.1213768318215,05dil_rep1_5ul_1_neg,negative,2,15.1213768318215,43055
423,0.5,0.5,5,0.9162907318741551,29,1,3611026.575,116239.9946,11.663412251788554,10.7471215199144,0.032190290540855405,-3.436090407901174,-4.3523811397753285,5,X928.486856619703.15.1213768318215,05dil_rep1_5ul_2_neg,negative,2,15.1213768318215,43056
423,0.5,0.5,5,0.9162907318741551,32,1,3843268.619,106730.0247,11.578057791333075,10.66176705945892,0.027770638818311544,-3.5837759740277066,-4.500066705901862,5,X928.486856619703.15.1213768318215,05dil_rep1_5ul_3_neg,negative,2,15.1213768318215,43057
423,0.5,0.5,5,0.9162907318741551,35,1,3408713.792,111334.5594,11.62029499580494,10.704004263930784,0.032661750499937546,-3.42155059520504,-4.337841327079195,5,X928.486856619703.15.1213768318215,05dil_rep1_5ul_4_neg,negative,2,15.1213768318215,43058
423,0.5,0.5,5,0.9162907318741551,38,2,3351400.652,108687.3156,11.596230374487954,10.6799396426138,0.03243041548468375,-3.428658547006351,-4.344949278880506,5,X928.486856619703.15.1213768318215,05dil_rep2_5ul_1_neg,negative,2,15.1213768318215,43059
423,0.5,0.5,5,0.9162907318741551,41,2,3681469.443,122119.8415,11.712758148944271,10.796467417070115,0.03317149398922771,-3.406064386662796,-4.322355118536951,5,X928.486856619703.15.1213768318215,05dil_rep2_5ul_2_neg,negative,2,15.1213768318215,43060
423,0.5,0.5,5,0.9162907318741551,44,2,3820616.745,119177.2939,11.688367528052247,10.772076796178093,0.031193208283967776,-3.4675548910692893,-4.383845622943444,5,X928.486856619703.15.1213768318215,05dil_rep2_5ul_3_neg,negative,2,15.1213768318215,43061
423,0.5,0.5,5,0.9162907318741551,47,2,3330791.459,117118.4697,11.67094126302371,10.754650531149556,0.03516235439584151,-3.3477792460679736,-4.264069977942128,5,X928.486856619703.15.1213768318215,05dil_rep2_5ul_4_neg,negative,2,15.1213768318215,43062
423,0.5,0.5,10,1.6094379124341003,27,1,6739512.23,179780.8308,12.099493781320406,10.490055868886305,0.026675644269882122,-3.624004329513088,-5.233442241947189,6,X928.486856619703.15.1213768318215,05dil_rep1_10ul_1_neg,negative,2,15.1213768318215,43063
423,0.5,0.5,10,1.6094379124341003,30,1,7332769.164,197044.2079,12.191183388128715,10.581745475694614,0.026871732014609483,-3.616680399384515,-5.226118311818615,6,X928.486856619703.15.1213768318215,05dil_rep1_10ul_2_neg,negative,2,15.1213768318215,43064
423,0.5,0.5,10,1.6094379124341003,33,1,7328628.999,186815.1345,12.137874821302232,10.528436908868132,0.025491143640303138,-3.669424195366632,-5.278862107800733,6,X928.486856619703.15.1213768318215,05dil_rep1_10ul_3_neg,negative,2,15.1213768318215,43065
423,0.5,0.5,10,1.6094379124341003,36,1,6375300.272,193017.5435,12.170536362719693,10.561098450285593,0.030275835688512335,-3.4974053866700268,-5.106843299104128,6,X928.486856619703.15.1213768318215,05dil_rep1_10ul_4_neg,negative,2,15.1213768318215,43066
423,0.5,0.5,10,1.6094379124341003,39,2,5914784.189,200259.6556,12.207370081496009,10.597932169061908,0.03385747462645082,-3.385595487856846,-4.9950334002909464,6,X928.486856619703.15.1213768318215,05dil_rep2_10ul_1_neg,negative,2,15.1213768318215,43067
423,0.5,0.5,10,1.6094379124341003,42,2,5931730.861,205159.4586,12.231542802583755,10.622104890149654,0.03458677802610438,-3.3642838079256423,-4.973721720359743,6,X928.486856619703.15.1213768318215,05dil_rep2_10ul_2_neg,negative,2,15.1213768318215,43068
423,0.5,0.5,10,1.6094379124341003,45,2,6236588.631,215615.0779,12.281250050172781,10.671812137738682,0.03457259900520766,-3.3646938469313135,-4.974131759365414,6,X928.486856619703.15.1213768318215,05dil_rep2_10ul_3_neg,negative,2,15.1213768318215,43069
423,0.5,0.5,10,1.6094379124341003,48,2,6512719.89,206694.4237,12.23899676756043,10.629558855126328,0.031737035707212036,-3.4502709612127536,-5.059708873646854,6,X928.486856619703.15.1213768318215,05dil_rep2_10ul_4_neg,negative,2,15.1213768318215,43070
423,1,1,2,0.6931471805599453,49,1,1429419.479,97526.19221,11.48787625896048,10.794729078400534,0.06822783209742449,-2.6849027021107936,-3.378049882670739,7,X928.486856619703.15.1213768318215,1dil_rep1_2ul_1_neg,negative,2,15.1213768318215,43071
423,1,1,2,0.6931471805599453,52,1,1837602.537,100501.5128,11.517928059104294,10.824780878544349,0.05469164891558919,-2.906044251856915,-3.5991914324168603,7,X928.486856619703.15.1213768318215,1dil_rep1_2ul_2_neg,negative,2,15.1213768318215,43072
423,1,1,2,0.6931471805599453,55,1,1877241.711,105935.5455,11.57058612682919,10.877438946269244,0.056431489285185606,-2.8747279556217946,-3.56787513618174,7,X928.486856619703.15.1213768318215,1dil_rep1_2ul_3_neg,negative,2,15.1213768318215,43073
423,1,1,2,0.6931471805599453,58,1,1837866.84,116461.6185,11.66531704277007,10.972169862210125,0.06336782184937838,-2.7587990881898095,-3.451946268749755,7,X928.486856619703.15.1213768318215,1dil_rep1_2ul_4_neg,negative,2,15.1213768318215,43074
423,1,1,2,0.6931471805599453,61,2,2025977.623,102407.3452,11.536713719483787,10.843566538923842,0.05054712551482115,-2.984849199329892,-3.677996379889837,7,X928.486856619703.15.1213768318215,1dil_rep2_2ul_1_neg,negative,2,15.1213768318215,43075
423,1,1,2,0.6931471805599453,64,2,2159970.105,83164.71188,11.328578400780469,10.635431220220523,0.03850271431418723,-3.2570265385063233,-3.9501737190662687,7,X928.486856619703.15.1213768318215,1dil_rep2_2ul_2_neg,negative,2,15.1213768318215,43076
423,1,1,2,0.6931471805599453,67,2,1875224.153,92290.71496,11.432698819114435,10.73955163855449,0.04921583097804735,-3.0115399393935554,-3.7046871199535008,7,X928.486856619703.15.1213768318215,1dil_rep2_2ul_3_neg,negative,2,15.1213768318215,43077
423,1,1,2,0.6931471805599453,70,2,1850867.465,96787.34223,11.480271502627785,10.78712432206784,0.05229296211655003,-2.9508934845274712,-3.6440406650874166,7,X928.486856619703.15.1213768318215,1dil_rep2_2ul_4_neg,negative,2,15.1213768318215,43078
423,1,1,5,1.6094379124341003,50,1,3239957.05,235890.1136,12.371121355233953,10.761683442799853,0.07280655575357088,-2.6199492762738554,-4.229387188707956,8,X928.486856619703.15.1213768318215,1dil_rep1_5ul_1_neg,negative,2,15.1213768318215,43079
423,1,1,5,1.6094379124341003,53,1,4278116.74,241968.1864,12.396561535340023,10.787123622905924,0.05655950996793042,-2.8724619213646894,-4.48189983379879,8,X928.486856619703.15.1213768318215,1dil_rep1_5ul_2_neg,negative,2,15.1213768318215,43080
423,1,1,5,1.6094379124341003,56,1,3948743.324,216452.4013,12.285125946825682,10.675688034391582,0.05481551560579479,-2.9037819936097184,-4.513219906043819,8,X928.486856619703.15.1213768318215,1dil_rep1_5ul_3_neg,negative,2,15.1213768318215,43081
423,1,1,5,1.6094379124341003,59,1,4190221.84,238184.6136,12.380801339358587,10.771363426924486,0.056842960276298884,-2.8674628962455895,-4.47690080867969,8,X928.486856619703.15.1213768318215,1dil_rep1_5ul_4_neg,negative,2,15.1213768318215,43082
423,1,1,5,1.6094379124341003,62,2,4397726.482,243197.0982,12.401627497259543,10.792189584825444,0.05530064209209271,-2.8949707594526717,-4.504408671886772,8,X928.486856619703.15.1213768318215,1dil_rep2_5ul_1_neg,negative,2,15.1213768318215,43083
423,1,1,5,1.6094379124341003,65,2,4664726.623,236306.3233,12.372884222444558,10.763446310010458,0.0506581290605248,-2.9826555663869767,-4.592093478821077,8,X928.486856619703.15.1213768318215,1dil_rep2_5ul_2_neg,negative,2,15.1213768318215,43084
423,1,1,5,1.6094379124341003,68,2,3898823.224,235997.4328,12.37157620598248,10.76213829354838,0.060530426552111875,-2.804609122149598,-4.414047034583699,8,X928.486856619703.15.1213768318215,1dil_rep2_5ul_3_neg,negative,2,15.1213768318215,43085
423,1,1,5,1.6094379124341003,71,2,4036335.422,14371.21447,9.572982489767773,7.963544577333672,0.0035604609051244508,-5.637865274766834,-7.247303187200934,8,X928.486856619703.15.1213768318215,1dil_rep2_5ul_4_neg,negative,2,15.1213768318215,43086
423,1,1,10,2.302585092994046,51,1,6525879.18,441948.3505,12.998948300159467,10.696363207165422,0.06772242303450061,-2.692337942166799,-4.994923035160845,9,X928.486856619703.15.1213768318215,1dil_rep1_10ul_1_neg,negative,2,15.1213768318215,43087
423,1,1,10,2.302585092994046,54,1,6426849.436,455793.8688,13.029795944189427,10.72721085119538,0.0709202655731859,-2.646199053096369,-4.948784146090414,9,X928.486856619703.15.1213768318215,1dil_rep1_10ul_2_neg,negative,2,15.1213768318215,43088
423,1,1,10,2.302585092994046,57,1,6556251.759,433850.5346,12.980455363443996,10.677870270449949,0.06617356235663739,-2.715474255976326,-5.018059348970372,9,X928.486856619703.15.1213768318215,1dil_rep1_10ul_3_neg,negative,2,15.1213768318215,43089
423,1,1,10,2.302585092994046,60,1,6817301.896,438955.6614,12.992153687867718,10.689568594873673,0.06438847334273899,-2.7428206472528163,-5.045405740246862,9,X928.486856619703.15.1213768318215,1dil_rep1_10ul_4_neg,negative,2,15.1213768318215,43090
423,1,1,10,2.302585092994046,63,2,7277138.381,447428.0924,13.011271116411146,10.708686023417101,0.0614840709320847,-2.7889771469527447,-5.09156223994679,9,X928.486856619703.15.1213768318215,1dil_rep2_10ul_1_neg,negative,2,15.1213768318215,43091
423,1,1,10,2.302585092994046,66,2,7686497.61,15068.11686,9.62033632429022,7.3177512312961746,0.001960335854446457,-6.234639466109767,-8.537224559103812,9,X928.486856619703.15.1213768318215,1dil_rep2_10ul_2_neg,negative,2,15.1213768318215,43092
423,1,1,10,2.302585092994046,69,2,7427669.345,435817.6676,12.984979241285869,10.682394148291824,0.05867488809169655,-2.8357434445038514,-5.138328537497897,9,X928.486856619703.15.1213768318215,1dil_rep2_10ul_3_neg,negative,2,15.1213768318215,43093
423,1,1,10,2.302585092994046,72,2,8281727.335,231448.2666,12.352111657124826,10.04952656413078,0.027946859059445238,-3.577450462817627,-5.880035555811673,9,X928.486856619703.15.1213768318215,1dil_rep2_10ul_4_neg,negative,2,15.1213768318215,43094
424,0.25,0.25,2,-0.6931471805599453,1,1,1364972.814,21151.9349,9.95948666492353,10.652633845483475,0.015496231634104912,-4.167158404995815,-3.47401122443587,1,X515.284723776371.15.1227788321823,025dil_rep1_2ul_1_neg,negative,2,15.1227788321823,43095
424,0.25,0.25,2,-0.6931471805599453,4,1,1440507.861,18780.0887,9.840552475860791,10.533699656420737,0.013037130312473872,-4.3399538147639785,-3.6468066342040335,1,X515.284723776371.15.1227788321823,025dil_rep1_2ul_2_neg,negative,2,15.1227788321823,43096
424,0.25,0.25,2,-0.6931471805599453,7,1,1500383.285,25374.62018,10.141504747956201,10.834651928516147,0.01691209201920695,-4.079726408809044,-3.386579228249099,1,X515.284723776371.15.1227788321823,025dil_rep1_2ul_3_neg,negative,2,15.1227788321823,43097
424,0.25,0.25,2,-0.6931471805599453,10,1,1527737.483,19880.92108,9.897515811129223,10.590662991689168,0.013013309748059641,-4.3417826184999555,-3.64863543794001,1,X515.284723776371.15.1227788321823,025dil_rep1_2ul_4_neg,negative,2,15.1227788321823,43098
424,0.25,0.25,2,-0.6931471805599453,13,2,1711711.956,28521.32326,10.258407271067604,10.95155445162755,0.016662454894951963,-4.094597300460601,-3.4014501199006557,1,X515.284723776371.15.1227788321823,025dil_rep2_2ul_1_neg,negative,2,15.1227788321823,43099
424,0.25,0.25,2,-0.6931471805599453,16,2,1624152.09,22589.87186,10.025256937024535,10.71840411758448,0.013908717046320457,-4.275239509772032,-3.5820923292120863,1,X515.284723776371.15.1227788321823,025dil_rep2_2ul_2_neg,negative,2,15.1227788321823,43100
424,0.25,0.25,2,-0.6931471805599453,19,2,1695060.587,22951.74416,10.04114921085805,10.734296391417995,0.013540368017535645,-4.3020798318425895,-3.6089326512826436,1,X515.284723776371.15.1227788321823,025dil_rep2_2ul_3_neg,negative,2,15.1227788321823,43101
424,0.25,0.25,2,-0.6931471805599453,22,2,1693682.578,18088.41079,9.80302672433681,10.496173904896756,0.010679929654445558,-4.539389032134181,-3.846241851574236,1,X515.284723776371.15.1227788321823,025dil_rep2_2ul_4_neg,negative,2,15.1227788321823,43102
424,0.25,0.25,5,0.22314355131420976,2,1,2921314.956,21363.61132,9.969444348071919,9.74630079675771,0.007313011996916638,-4.918100052202854,-5.141243603517064,2,X515.284723776371.15.1227788321823,025dil_rep1_5ul_1_neg,negative,2,15.1227788321823,43103
424,0.25,0.25,5,0.22314355131420976,5,1,2917088.287,26877.85711,10.19905807084911,9.9759145195349,0.009213933369717034,-4.6870384439122885,-4.910181995226499,2,X515.284723776371.15.1227788321823,025dil_rep1_5ul_2_neg,negative,2,15.1227788321823,43104
424,0.25,0.25,5,0.22314355131420976,8,1,3021793.722,31545.69791,10.359192500827092,10.136048949512883,0.010439394880045355,-4.562168659888967,-4.785312211203177,2,X515.284723776371.15.1227788321823,025dil_rep1_5ul_3_neg,negative,2,15.1227788321823,43105
424,0.25,0.25,5,0.22314355131420976,11,1,3110617.535,24394.48277,10.102112269729613,9.878968718415404,0.007842327928624628,-4.848219559023202,-5.071363110337412,2,X515.284723776371.15.1227788321823,025dil_rep1_5ul_4_neg,negative,2,15.1227788321823,43106
424,0.25,0.25,5,0.22314355131420976,14,2,3567501.76,30460.04108,10.324170975102216,10.101027423788006,0.0085381993140208,-4.763205146573468,-4.986348697887678,2,X515.284723776371.15.1227788321823,025dil_rep2_5ul_1_neg,negative,2,15.1227788321823,43107
424,0.25,0.25,5,0.22314355131420976,17,2,3506812.32,29709.13539,10.299209866383915,10.076066315069706,0.008471835011119158,-4.771008145480884,-4.994151696795094,2,X515.284723776371.15.1227788321823,025dil_rep2_5ul_2_neg,negative,2,15.1227788321823,43108
424,0.25,0.25,5,0.22314355131420976,20,2,3743853.48,22683.13996,10.02937719446701,9.8062336431528,0.006058768079780729,-5.106248786731447,-5.329392338045657,2,X515.284723776371.15.1227788321823,025dil_rep2_5ul_3_neg,negative,2,15.1227788321823,43109
424,0.25,0.25,5,0.22314355131420976,23,2,3178833.455,29788.03944,10.301862230852755,10.078718679538547,0.009370745546026097,-4.6701626185517515,-4.893306169865961,2,X515.284723776371.15.1227788321823,025dil_rep2_5ul_4_neg,negative,2,15.1227788321823,43110
424,0.25,0.25,10,0.9162907318741551,3,1,5274179.651,44377.27239,10.700482734255324,9.784192002381168,0.008414061584266653,-4.777850974579047,-5.694141706453202,3,X515.284723776371.15.1227788321823,025dil_rep1_10ul_1_neg,negative,2,15.1227788321823,43111
424,0.25,0.25,10,0.9162907318741551,6,1,6089235.007,44982.97948,10.714039463426241,9.797748731552087,0.007387295683002697,-4.90799355375554,-5.8242842856296955,3,X515.284723776371.15.1227788321823,025dil_rep1_10ul_2_neg,negative,2,15.1227788321823,43112
424,0.25,0.25,10,0.9162907318741551,9,1,5750990.878,44195.08229,10.696368801468651,9.780078069594497,0.007684776976271184,-4.868513923067053,-5.784804654941208,3,X515.284723776371.15.1227788321823,025dil_rep1_10ul_3_neg,negative,2,15.1227788321823,43113
424,0.25,0.25,10,0.9162907318741551,12,1,6304459.675,44898.52467,10.71216021506133,9.795869483187175,0.0071217085974937255,-4.944607610788714,-5.860898342662869,3,X515.284723776371.15.1227788321823,025dil_rep1_10ul_4_neg,negative,2,15.1227788321823,43114
424,0.25,0.25,10,0.9162907318741551,15,2,6713647.289,56402.16892,10.940262892775104,10.02397216090095,0.008401121848091773,-4.779390028706064,-5.6956807605802195,3,X515.284723776371.15.1227788321823,025dil_rep2_10ul_1_neg,negative,2,15.1227788321823,43115
424,0.25,0.25,10,0.9162907318741551,18,2,6298621.711,47033.50657,10.758615532440286,9.84232480056613,0.007467269623108184,-4.897225858954762,-5.813516590828917,3,X515.284723776371.15.1227788321823,025dil_rep2_10ul_2_neg,negative,2,15.1227788321823,43116
424,0.25,0.25,10,0.9162907318741551,21,2,6927339.313,51018.95449,10.839952499325898,9.923661767451742,0.007364870144913601,-4.911033860599271,-5.827324592473426,3,X515.284723776371.15.1227788321823,025dil_rep2_10ul_3_neg,negative,2,15.1227788321823,43117
424,0.25,0.25,10,0.9162907318741551,24,2,6772734.119,47655.91969,10.77176213410482,9.855471402230666,0.007036437405140074,-4.956653287305146,-5.872944019179301,3,X515.284723776371.15.1227788321823,025dil_rep2_10ul_4_neg,negative,2,15.1227788321823,43118
424,0.5,0.5,2,0,25,1,1896139.056,27855.90712,10.234800327711774,10.234800327711774,0.01469085668155764,-4.220529973168106,-4.220529973168106,4,X515.284723776371.15.1227788321823,05dil_rep1_2ul_1_neg,negative,2,15.1227788321823,43119
424,0.5,0.5,2,0,28,1,1868252.34,32266.41526,10.38178219303728,10.38178219303728,0.017270908521918406,-4.058731781263505,-4.058731781263505,4,X515.284723776371.15.1227788321823,05dil_rep1_2ul_2_neg,negative,2,15.1227788321823,43120
424,0.5,0.5,2,0,31,1,1744991.193,38474.26039,10.55774473539041,10.55774473539041,0.022048398034522347,-3.814515331224115,-3.814515331224115,4,X515.284723776371.15.1227788321823,05dil_rep1_2ul_3_neg,negative,2,15.1227788321823,43121
424,0.5,0.5,2,0,34,1,1920990.395,31632.87931,10.361952343139869,10.361952343139869,0.016466963808010087,-4.106399098598324,-4.106399098598324,4,X515.284723776371.15.1227788321823,05dil_rep1_2ul_4_neg,negative,2,15.1227788321823,43122
424,0.5,0.5,2,0,37,2,1474456.842,34204.22164,10.440104355198718,10.440104355198718,0.023197845244221808,-3.7636958820274784,-3.7636958820274784,4,X515.284723776371.15.1227788321823,05dil_rep2_2ul_1_neg,negative,2,15.1227788321823,43123
424,0.5,0.5,2,0,40,2,1680102.23,35220.26931,10.469377028528628,10.469377028528628,0.020963170383983123,-3.86498817218993,-3.86498817218993,4,X515.284723776371.15.1227788321823,05dil_rep2_2ul_2_neg,negative,2,15.1227788321823,43124
424,0.5,0.5,2,0,43,2,1697118.109,36752.00384,10.511948029412984,10.511948029412984,0.021655536904061166,-3.8324941110850967,-3.8324941110850967,4,X515.284723776371.15.1227788321823,05dil_rep2_2ul_3_neg,negative,2,15.1227788321823,43125
424,0.5,0.5,2,0,46,2,1748461.942,37142.79359,10.522525049902427,10.522525049902427,0.021243123855194557,-3.851722019261041,-3.851722019261041,4,X515.284723776371.15.1227788321823,05dil_rep2_2ul_4_neg,negative,2,15.1227788321823,43126
424,0.5,0.5,5,0.9162907318741551,26,1,4037126.654,89656.91386,11.403745596639673,10.487454864765517,0.02220810035057176,-3.8072981760002755,-4.723588907874431,5,X515.284723776371.15.1227788321823,05dil_rep1_5ul_1_neg,negative,2,15.1227788321823,43127
424,0.5,0.5,5,0.9162907318741551,29,1,3611026.575,94688.33947,11.458346140336294,10.54205540846214,0.026222000171793252,-3.641156519353434,-4.557447251227589,5,X515.284723776371.15.1227788321823,05dil_rep1_5ul_2_neg,negative,2,15.1227788321823,43128
424,0.5,0.5,5,0.9162907318741551,32,1,3843268.619,100398.068,11.516898243026729,10.600607511152573,0.026123094155756175,-3.644935522334054,-4.561226254208209,5,X515.284723776371.15.1227788321823,05dil_rep1_5ul_3_neg,negative,2,15.1227788321823,43129
424,0.5,0.5,5,0.9162907318741551,35,1,3408713.792,85274.88436,11.353635251202666,10.437344519328512,0.025016733455338454,-3.6882103398073127,-4.604501071681468,5,X515.284723776371.15.1227788321823,05dil_rep1_5ul_4_neg,negative,2,15.1227788321823,43130
424,0.5,0.5,5,0.9162907318741551,38,2,3351400.652,120665.5251,11.70077774159781,10.784487009723655,0.03600450606464822,-3.324111179896495,-4.2404019117706495,5,X515.284723776371.15.1227788321823,05dil_rep2_5ul_1_neg,negative,2,15.1227788321823,43131
424,0.5,0.5,5,0.9162907318741551,41,2,3681469.443,99342.4577,11.506328328641192,10.590037596767038,0.026984458037235974,-3.612494206965874,-4.528784938840029,5,X515.284723776371.15.1227788321823,05dil_rep2_5ul_2_neg,negative,2,15.1227788321823,43132
424,0.5,0.5,5,0.9162907318741551,44,2,3820616.745,107977.9034,11.589681887025153,10.673391155150997,0.02826190392985884,-3.5662405320963844,-4.4825312639705395,5,X515.284723776371.15.1227788321823,05dil_rep2_5ul_3_neg,negative,2,15.1227788321823,43133
424,0.5,0.5,5,0.9162907318741551,47,2,3330791.459,108289.522,11.592563678539362,10.676272946665206,0.03251164875765343,-3.426156830552323,-4.342447562426478,5,X515.284723776371.15.1227788321823,05dil_rep2_5ul_4_neg,negative,2,15.1227788321823,43134
424,0.5,0.5,10,1.6094379124341003,27,1,6739512.23,294205.7978,12.592034793957334,10.982596881523232,0.043653871045798216,-3.131463316876161,-4.7409012293102615,6,X515.284723776371.15.1227788321823,05dil_rep1_10ul_1_neg,negative,2,15.1227788321823,43135
424,0.5,0.5,10,1.6094379124341003,30,1,7332769.164,323146.0978,12.685859815111401,11.076421902677302,0.04406876727914409,-3.1220039724018287,-4.731441884835929,6,X515.284723776371.15.1227788321823,05dil_rep1_10ul_2_neg,negative,2,15.1227788321823,43136
